22631081115127808,@FC_HELP can I return online purchases to a House of Fraser concesssion if I have the delivery note and order details?,0,apparel
23364081385734144,"@FC_Help Hi - I'm writing a piece for MSN Him and wondered who I could talk in the PR dept about this season's clothes/trends, etc? Help!",0,apparel
25550410899005441,@FC_Help   i need to check my order,0,apparel
29494955818876928,@FC_Help I need to get in contact with someone regarding the fc.com website. I work for a major search engine. Tried enquiries@ and web form,1,apparel
32523695972945920,@FC_Help How can I get a hold of you so we can discuss the problem I am havnig with my coat?,0,apparel
34600441576824832,@FC_Help Will you be getting the wendy cotton v neck dress in pavlova back in stock on the site?,1,apparel
48757563688353792,"Build new system? @nvidia forgot to put a bootable USB stick with the cards. So buy another card, install with that and put the fermi in.",0,electronics
49340019671973888,@NVIDIAGeForce If I connect a #GTX580 to a TV through HDMI will I get audio output as well?,0,electronics
49911462155665409,@FC_Help Please could you point me in the direction of your PR department. I need to contact them with regards to some client work.,0,apparel
51182036098093056,@FC_Help looking for models / actors or dancers ? Olivier,0,apparel
61380449364230144,@FC_Help hi m order is 913181  did you  revise the money? if you did.. how about the shipping ?,1,apparel
70533385910620160,"@FC_Help looking for ""bright carol"" or ""stained glass"" dress. do you have these in stock anymore?",0,apparel
70859249336598528,"@FC_Help not sure if those are official names for dress, but here is image of it. I really want to find it somewhere! http://bit.ly/iMCQsl",0,apparel
70879180652412931,@FC_Help Thanks! Do you have any idea of the actual name of the dress?,0,apparel
79715568042770433,@nvidiacc Anyone know what's up with the Geforce 500 series 580 GPX Driver 275.33,1,electronics
83562837473103872,"Dear @nvidia, I don't think I should have to roll back to driver v270.61 to make my games work, and my desktop not glitch out.",1,electronics
85219768608636928,"@nvidiacc It might have been a bad overclock. Also, it normal to have flickering in certain applications while running SLI?",1,electronics
85230834650591232,@nvidiacc Thank you for getting back to me on this. So this is a known issue? How will you publicize a solution? Any ideas on an ETA?,0,electronics
85555331563921409,"@nvidiacc so far, the mac graphics drivers have been another disappointing update (for both my Quadro 4000 & GTX-285),",1,electronics
86214602211336192,@nvidiacc any specific application or benchmark?  I'll check next time I swap it out with the GTX-285 for testing,0,electronics
88678936799756288,@FC_Help is it possible to exchange a French Connection dress bought in John Lewis in your store?,0,apparel
91893023893499904,"hi @FC_HELP, i made a complaint in one of your stores 5 days ago and no one has dealt with it. who's best to contact at head office, please?",1,apparel
94164981741920256,@FC_Help what is your policy on false advertising regarding sale items? I was refused a sale in westfield due to a company error on pricing,1,apparel
94401218297872384,".@nvidiacc @NVIDIAQuadro CUDA driver Lion update, please? http://t.co/cil6HT1",1,electronics
101966809401540608,"@FC_Help Hi, I have otto frill dress, never worn but lost receipt, discovered it has small fraying of fabric at bottom of zip - help! thanks",1,apparel
103185015608840193,"@FC_Help request: have shift dress from 08 spring/summer collection - any chance that 1. there r any left,  or 2. u'll make dress again?!",1,apparel
104310845818929152,@nvidiacc Hrm ok. I guess the question is can I run 2 x 1920x1200 projectors from a Quadro 2000 then?,0,electronics
108276106699882496,"@nvidiacc will BFBC2 run smoothly at 900x1600 on high settings, on an alienware m14x with the standard video card? 1.5 gigs of vram.",0,electronics
108803670241579008,"My Graphics Card has gone to Graphics Card Heaven..R.I.P my @nvidia 8800 GTS, you served me well (Military Funeral Music Begins)",0,electronics
111092010089320448,@nvidiacc what's nvidia gonna do for linux users as optimus further creeps into the gtx lines. what about synergy?,0,electronics
113721305320267776,"@nvidia You guys are insane, such remarkable minds to created such a powerful product yet so small! I applaud Nvidias work.",0,electronics
113729163860512769,@nvidia hi please i cant find a driver for video card (nvidia geforce 8500 gt) for mac please send me a link when i can download a driver,1,electronics
119142715287011328,@nvidiacc I own two gtx 460 in sli. I want to try windows 8 dev preview. Which driver should I use. Can I use the windows 7 one.,0,electronics
119430621075472384,"Thanks to @NVIDIAQuadro's incompetence I now can't work till October 4th, when the ATI card arrives.",1,electronics
119577749772972032,"@nvidiacc from the beginning it never worked right, driver issues (drvs in wrong places), now with the last CUDA update it broke the Mac.",1,electronics
119876853111599104,@nvidiacc ASUS G60 Series. Bought it to play games but guess not BF3,1,electronics
122051068002713601,"@nvidiacc something will trigger my two displays to turn off, then on again, and then I get message saying driver stopped responding",1,electronics
148760116789915648,@FC_Help Hey i was wondering if you were getting any more gold samantha sequin dresses in? Desperate for one!,1,apparel
149816777709334528,"I placed an order with express delivery on 19th and have been given a tracking number, but HDL say its invalid? order is 50770571 @FC_Help",1,apparel
155213343156748289,"@FC_Help I have just received an email regarding an order I've placed.  I don't recall placing any order with you, so please can you advise?",1,apparel
459722692145324032,"@black_deckerus hey guys, I love this product featured on @thenester today but don't see a price? Help a girl out? http://t.co/4aydP3Dj0E",1,other
471679882808655872,@NYTsupport Are you following me?  I seem unable to send you a DM.,1,other
475730374492819456,@NYTsupport Horrified over the 135% price hike for the xword app. Will not be renewing at that price for an app with half the functionality.,1,other
476740251831238656,"@NYTsupport I use the NYT App on my iPad 2, iPad Mini and iPhone 5S. All receive an error message that the connection failed with Twitter.",1,other
477355705029361664,@nytsupport signed up to nyt subscription on a special offer at SXSW (delayed start) but I don't think it ever started... how can I check?,1,other
477417828547821568,@NYTsupport So what do I need to do to contact customer care for INYT.  Totally stumped and I've been trying very hard. :-(,1,other
477904760247681024,"@maytha_maytha you successfully registered that email with http://t.co/vUNQnH84Ya, but that does not entitle you to unlimited articles.",0,other
478965538916663296,@NYTsupport  Being charged 2x month. No reply to my email sent months ago.Pls cancel everything! How?,1,other
483738756646588416,"@NYTsupport logged into the website, but article still demanding i sign in http://t.co/mcgkfk7fSx",1,other
483852431785459712,@NYTsupport how come the weekend delivery arrives so late in the morning - i'd love to read w/ my coffee!,1,other
484751370398879744,"Really @blackanddecker? 1st replacement blender lasted 5 smoothies, 2nd replacement blender not even 1. #badservice #badproduct",1,other
486119398575316992,"@KristaMariePark Thank you for your interest! If you decide to cancel, you can call Customer Care at 1-800-NYTIMES.",0,other
486885813360545792,@TommyHilfiger Dramatic shopping exp. ordered 6 jeans same size (30/32) 2 fits / 2 too large / 2 too slim : same brand &gt; different sizing,1,apparel
487998076934574081,@CarsonArthur @LeighAnnAllaire @blackanddecker love this trimmer! Making the sidewalk look sharp http://t.co/9XBRm9cl9i,0,other
488345234862899201,Need help @nytsupport delivery of the @nytimes on Sundays to any stores in or around Grapevine TX is lacking. Most Sundays non existent? Y?,1,other
488786898534817793,I'm booked july 31st through august 3 for that racist bastard tommy hilfiger. I need a place to stay in charlotte. What's up north Carolina?,0,apparel
488985452155002881,@TommyHilfiger having problems on your site. Just spoke to my bank @HSBC_UK_Help and they say no issues their side?? http://t.co/5MOejf0he0,1,apparel
489142318646038528,@NYTsupport The new update to the Xword app addresses almost every issue since the redesign. Thanks for listening to your customers!!,0,other
489786540084580352,@blackanddecker is the lbxr2020-ope compatible with lst1018 which uses lb018-ope?,0,other
490884794482307072,@TommyHilfiger you jave the worst customer service!!! #pissed #useless #worstbrand,1,apparel
491905346597040128,@TommyHilfiger need old school tommy tops and jumpers where can you get them from these days.  #90sClobber,1,apparel
491953379963600896,@NYTsupport my NYT digital subscription account keeps logging me out when I go to read opinion pieces. Any suggestions?,1,other
491967029772292096,@NYTsupport why is it so hard to cancel or start a subscription? I now have three dormant accounts that you will not allow me to delete,1,other
492703532168921088,"BTW @crantraf -- @blackanddecker did me right, and replaced my two failed batteries under warranty. I'm happy :) Thanks @blackanddecker !",0,other
493592315127021568,"@NYTsupport Your website no longer remembers that I'm a subscriber. Safari 5.1.1, OS 10.6.8",1,other
493685263546085377,A little help with this jean problem please. Only worn a few times and this has happened. #tragedy @TommyHilfiger http://t.co/gbMYlz02xD,1,apparel
494213539033149440,@blackanddecker Was using my new laser level and the drywall pin broke off. Advice? http://t.co/PfKLUeh1Iw,1,other
494429931875868672,@tommyHilfiger hi guys. I buy a ton of your clothes.. I have lost the pully to pull down the zipper on my grey woolen top.. Can you help?,0,apparel
